2026-04-29T22:03:43.689Z,0,100,36.8

2026-04-29T22:03:44.746Z,0,100,36.8

2026-04-29T22:31:54.337Z,0,100,36.8

2026-04-29T22:31:55.364Z,0,100,36.8

2026-04-29T22:46:37.391Z,0,100,36.8

2026-04-29T22:46:38.337Z,0,100,36.8

2026-04-29T22:46:39.426Z,0,100,36.8

2026-04-29T22:46:40.522Z,0,100,36.8

2026-04-29T22:46:52.038Z,0,100,36.8

2026-04-29T22:46:53.106Z,0,100,36.8

2026-04-29T22:46:54.200Z,0,100,36.8

2026-04-29T22:46:55.287Z,0,100,36.8

2026-04-29T22:46:56.368Z,0,100,36.8

2026-04-29T22:46:57.450Z,0,100,36.8

2026-04-29T22:46:58.534Z,0,100,36.8

2026-04-29T22:46:59.611Z,0,100,36.8

2026-04-29T22:47:00.705Z,0,100,36.8

2026-04-29T22:47:01.783Z,0,100,36.8

2026-04-29T22:47:02.873Z,0,100,37.2

2026-04-29T22:47:03.968Z,10,100,37.2

2026-04-29T22:47:05.089Z,29,100,37.2

2026-04-29T22:47:06.121Z,37,100,37.2

2026-04-29T22:47:07.215Z,37,100,37.2

2026-04-29T22:51:16.506Z,0,100,36.8

2026-05-05T12:03:06.698Z,102,98,36.7

2026-05-05T12:03:07.735Z,103,98,36.7

2026-05-05T12:03:08.769Z,104,98,36.7

2026-05-05T12:03:09.801Z,105,98,36.7

2026-05-05T12:03:10.828Z,106,98,36.7

2026-05-05T12:03:11.853Z,107,98,36.7

2026-05-05T12:03:12.883Z,108,98,36.7

2026-05-05T12:03:13.918Z,109,98,36.7

2026-05-05T12:03:14.947Z,110,98,36.7

2026-05-05T12:03:15.977Z,70,98,36.7

2026-05-05T12:03:17.009Z,71,98,36.7

2026-05-05T12:03:18.044Z,72,98,36.7

2026-05-05T12:03:19.078Z,73,98,36.7

2026-05-05T12:03:20.116Z,74,98,36.7

2026-05-05T12:03:21.149Z,75,98,36.7

2026-05-05T12:03:22.182Z,76,98,36.7

2026-05-05T12:03:23.210Z,77,98,36.7

2026-05-05T12:03:24.244Z,78,98,36.7

2026-05-05T12:03:25.304Z,79,98,36.7

2026-05-05T12:03:26.332Z,80,98,36.7

2026-05-05T12:03:27.361Z,81,98,36.7

2026-05-05T12:03:28.393Z,82,98,36.7

2026-05-05T12:03:29.436Z,83,98,36.7

2026-05-05T12:03:30.468Z,84,98,36.7

2026-05-05T12:03:31.498Z,85,98,36.7

2026-05-05T12:03:32.530Z,86,98,36.7

2026-05-05T12:03:33.562Z,87,98,36.7

2026-05-05T12:03:34.595Z,88,98,36.7

2026-05-05T12:03:35.631Z,89,98,36.7

2026-05-05T12:03:36.657Z,90,98,36.7

2026-05-05T12:03:37.743Z,91,98,36.7

2026-05-05T12:03:38.777Z,92,98,36.7

2026-05-05T12:03:39.808Z,93,98,36.7

2026-05-05T12:03:40.841Z,94,98,36.7

2026-05-05T12:03:41.870Z,95,98,36.7

2026-05-05T12:03:42.899Z,96,98,36.7

2026-05-05T12:03:43.943Z,97,98,36.7

2026-05-05T12:03:44.971Z,98,98,36.7

2026-05-05T12:03:46.057Z,99,98,36.7

2026-05-05T12:03:47.095Z,100,98,36.7

2026-05-05T12:03:48.122Z,101,98,36.7

2026-05-05T12:03:49.151Z,102,98,36.7

2026-05-05T12:03:50.180Z,103,98,36.7

2026-05-05T12:03:51.228Z,104,98,36.7

2026-05-05T12:03:52.277Z,105,98,36.7

2026-05-05T12:03:53.311Z,106,98,36.7

2026-05-05T12:03:54.380Z,107,98,36.7

2026-05-05T12:03:55.446Z,108,98,36.7

2026-05-05T12:03:56.495Z,109,98,36.7

2026-05-05T12:03:57.527Z,110,98,36.7

2026-05-05T12:03:58.558Z,70,98,36.7

2026-05-05T12:03:59.594Z,71,98,36.7

2026-05-05T12:04:00.634Z,72,98,36.7

2026-05-05T12:04:01.665Z,73,98,36.7

2026-05-05T12:04:02.700Z,74,98,36.7

2026-05-05T12:04:03.739Z,75,98,36.7

2026-05-05T12:04:04.773Z,76,98,36.7

2026-05-05T12:04:05.804Z,77,98,36.7

2026-05-05T12:04:06.837Z,78,98,36.7

2026-05-05T12:04:07.877Z,79,98,36.7

2026-05-05T12:04:08.905Z,80,98,36.7

2026-05-05T12:04:09.932Z,81,98,36.7

2026-05-05T12:04:10.962Z,82,98,36.7

2026-05-05T12:04:11.996Z,83,98,36.7

2026-05-05T12:04:13.024Z,84,98,36.7

2026-05-05T12:04:14.050Z,85,98,36.7

2026-05-05T12:04:15.081Z,86,98,36.7

2026-05-05T12:04:16.108Z,87,98,36.7

2026-05-05T12:04:17.162Z,88,98,36.7

2026-05-05T12:04:18.191Z,89,98,36.7

2026-05-05T12:04:19.221Z,90,98,36.7

2026-05-05T12:04:20.246Z,91,98,36.7

2026-05-05T12:04:21.277Z,92,98,36.7

2026-05-05T12:04:22.305Z,93,98,36.7

2026-05-05T12:04:23.334Z,94,98,36.7

2026-05-05T12:04:24.371Z,95,98,36.7

2026-05-05T12:04:25.427Z,96,98,36.7

2026-05-05T12:04:26.458Z,97,98,36.7

2026-05-05T12:04:27.503Z,98,98,36.7

2026-05-05T12:04:28.534Z,99,98,36.7

2026-05-05T12:04:29.564Z,100,98,36.7

2026-05-05T12:04:30.606Z,101,98,36.7

2026-05-05T12:04:31.654Z,102,98,36.7

2026-05-05T12:04:32.688Z,103,98,36.7

2026-05-05T12:04:33.723Z,104,98,36.7

2026-05-05T12:04:34.770Z,105,98,36.7

2026-05-05T12:04:35.799Z,106,98,36.7

2026-05-05T12:04:36.838Z,107,98,36.7

2026-05-05T12:04:37.866Z,108,98,36.7

2026-05-05T12:04:38.893Z,109,98,36.7

2026-05-05T12:04:39.925Z,110,98,36.7

2026-05-05T12:04:40.961Z,70,98,36.7

2026-05-05T12:04:41.994Z,71,98,36.7

2026-05-05T12:04:43.026Z,72,98,36.7

2026-05-05T12:04:44.059Z,73,98,36.7

2026-05-05T12:04:45.136Z,74,98,36.7

2026-05-05T12:04:46.173Z,75,98,36.7

2026-05-05T12:04:47.207Z,76,98,36.7

2026-05-05T12:04:48.254Z,77,98,36.7

2026-05-05T12:04:49.293Z,78,98,36.7

2026-05-05T12:04:50.378Z,79,98,36.7

2026-05-05T12:04:51.422Z,80,98,36.7

2026-05-05T12:04:52.473Z,81,98,36.7

2026-05-05T12:04:53.505Z,82,98,36.7

2026-05-05T12:04:54.543Z,83,98,36.7

2026-05-05T12:04:55.579Z,84,98,36.7

